,station_num,year,month,day,temp_ft,dewpt_ft,visib_mi,wind_knt,maxwind_knt,GUST,fog,rain,snow,hail,thunder,tornado,max_temp_frnht,min_temp_frnht,precip_in,precip_flag,slp_mb,STP,SNDP,WBAN
51,720172,2005,2,21,70.0,65.7,8.4,6.8,12.0,0.0,1,0,0,0,0,0,78.8,64.4,0.0,H,,,,
52,720172,2005,2,22,57.5,55.4,8.1,0.0,7.0,0.0,1,0,0,0,0,0,73.4,44.6,0.0,D,,,,
53,720172,2005,2,23,50.5,0.0,0.0,6.7,12.0,0.0,1,1,0,0,1,0,66.2,44.6,0.0,H,,,,
54,720172,2005,2,24,44.3,0.0,5.4,0.0,0.0,0.0,0,0,0,0,0,0,51.8,41.0,0.0,B,,,,
55,720172,2005,2,25,42.3,41.0,8.7,1.4,6.0,0.0,0,0,0,0,0,0,60.8,28.4,0.0,C,,,,
56,720172,2005,2,26,46.8,43.7,0.0,1.0,0.0,0.0,0,0,0,0,0,0,60.8,33.8,0.0,C,,,,
57,720172,2005,2,27,47.5,46.5,8.8,0.5,6.0,0.0,1,0,0,0,0,0,53.6,44.6,0.0,H,,,,
58,720172,2005,2,28,47.1,43.0,0.0,7.2,15.0,22.0,1,0,0,0,0,0,55.4,41.0,0.0,H,,,,
59,720172,2005,3,1,41.7,33.5,10.0,4.8,0.0,0.0,0,0,0,0,0,0,53.6,33.8,0.0,I,,,,
60,720172,2005,3,2,44.2,41.3,0.0,1.2,6.0,0.0,1,0,0,0,0,0,48.2,0.0,0.0,D,,,,
61,720172,2005,3,3,48.1,0.0,4.4,0.8,6.0,0.0,1,1,0,0,0,0,64.4,42.8,0.0,H,,,,
62,720172,2005,3,4,53.6,0.0,7.8,5.7,12.0,18.1,1,0,0,0,0,0,0.0,0.0,0.0,C,,,,
63,720172,2005,3,5,58.5,53.6,0.0,5.3,12.0,15.0,0,0,0,0,0,0,0.0,44.6,0.0,D,,,,
64,720172,2005,3,6,0.0,48.6,10.0,2.1,11.1,0.0,0,0,0,0,0,0,75.2,0.0,0.0,I,,,,
65,720172,2005,3,7,62.7,0.0,10.0,10.6,0.0,28.0,1,0,0,0,0,0,68.0,57.2,0.0,D,,,,
66,720172,2005,3,8,0.0,0.0,10.0,5.8,0.0,0.0,1,0,0,0,0,0,0.0,33.8,0.0,D,,,,
68,720172,2005,3,10,46.1,41.1,8.8,5.4,0.0,22.0,0,0,0,0,0,0,0.0,30.2,0.0,D,,,,
69,720172,2005,3,11,56.7,0.0,10.0,10.0,20.0,0.0,0,0,0,0,0,0,64.4,46.4,0.0,I,,,,
70,720172,2005,3,12,64.8,46.0,10.0,11.6,0.0,28.0,0,0,0,0,0,0,82.4,55.4,0.0,I,,,,
71,720172,2005,3,13,60.4,0.0,10.0,0.0,13.0,22.0,0,0,0,0,0,0,77.0,48.2,0.0,I,,,,
72,720172,2005,3,14,44.4,36.8,10.0,4.4,12.0,0.0,0,0,0,0,0,0,0.0,30.2,0.0,I,,,,
73,720172,2005,3,15,45.6,41.0,0.0,6.4,12.0,0.0,1,0,0,0,0,0,55.4,0.0,0.0,H,,,,
74,720172,2005,3,16,0.0,0.0,8.4,7.4,12.0,0.0,1,0,0,0,0,0,42.8,37.4,0.0,H,,,,
75,720172,2005,3,17,44.0,38.2,10.0,2.5,8.0,0.0,1,0,0,0,0,0,62.6,30.2,0.0,D,,,,
76,720172,2005,3,18,50.2,41.5,10.0,5.2,0.0,25.1,0,0,0,0,0,0,0.0,33.8,0.0,I,,,,
78,720172,2005,3,20,51.6,47.7,0.0,3.1,0.0,15.0,0,0,0,0,0,0,66.2,0.0,0.0,D,,,,
79,720172,2005,3,21,57.0,56.7,7.7,6.8,15.0,21.0,1,0,0,0,0,0,64.4,53.6,0.0,H,,,,
80,720172,2005,3,22,57.6,0.0,8.2,5.0,12.0,21.0,1,0,0,1,0,0,60.8,53.6,0.0,H,,,,
81,720172,2005,3,23,47.5,46.6,0.0,8.7,18.1,0.0,1,0,0,0,0,0,53.6,42.8,0.0,D,,,,
82,720172,2005,3,24,0.0,0.0,7.1,2.2,12.0,18.1,1,0,0,0,0,0,71.6,33.8,0.0,H,,,,
83,720172,2005,3,25,63.1,0.0,0.0,4.2,13.0,0.0,0,0,0,0,0,0,0.0,48.2,0.0,D,,,,
84,720172,2005,3,26,51.1,51.1,5.2,4.7,0.0,0.0,1,0,0,1,0,0,55.4,46.4,0.0,H,,,,
85,720172,2005,3,27,47.8,47.8,8.3,6.3,13.0,0.0,1,0,0,0,0,0,51.8,44.6,0.0,H,,,,
86,720172,2005,3,28,52.8,47.7,0.0,6.0,11.1,15.0,0,0,0,0,0,0,71.6,41.0,0.0,I,,,,
88,720172,2005,3,30,71.5,62.2,0.0,0.0,15.0,25.1,1,0,0,0,0,0,80.6,64.4,0.0,D,,,,
89,720172,2005,3,31,61.6,50.5,10.0,0.0,13.0,18.1,0,0,0,0,0,0,75.2,41.0,0.0,I,,,,
90,720172,2005,4,1,56.0,53.4,0.0,7.2,15.0,25.1,1,0,0,0,0,0,68.0,48.2,0.0,H,,,,
91,720172,2005,4,2,55.4,43.8,10.0,0.0,12.0,0.0,0,0,0,0,0,0,71.6,35.6,0.0,I,,,,
92,720172,2005,4,3,61.3,0.0,10.0,0.0,13.0,18.1,0,0,0,0,0,0,78.8,44.6,0.0,I,,,,
93,720172,2005,4,4,65.4,57.1,10.0,5.7,13.0,22.0,0,0,0,0,0,0,73.4,57.2,0.0,I,,,,
94,720172,2005,4,5,66.0,65.0,0.0,8.0,14.0,0.0,1,0,0,0,0,0,71.6,62.6,0.0,D,,,,
95,720172,2005,4,6,62.2,61.8,0.0,5.4,12.0,0.0,1,0,0,1,0,0,71.6,53.6,0.0,H,,,,
96,720172,2005,4,7,60.1,0.0,0.0,6.2,15.0,18.1,1,0,0,0,0,0,68.0,53.6,0.0,H,,,,
97,720172,2005,4,8,64.1,60.5,8.6,3.7,0.0,14.0,0,0,0,0,0,0,78.8,55.4,0.0,D,,,,
99,720172,2005,4,10,70.3,66.0,10.0,0.0,12.0,20.0,0,0,0,0,0,0,77.0,62.6,0.0,I,,,,
100,720172,2005,4,11,0.0,67.2,0.0,5.3,14.0,22.0,1,0,0,1,0,0,77.0,62.6,0.0,H,,,,
101,720172,2005,4,12,60.1,52.1,10.0,8.8,21.0,28.0,0,0,0,0,0,0,0.0,46.4,0.0,I,,,,
102,720172,2005,4,13,56.8,52.7,10.0,0.0,0.0,0.0,0,0,0,0,0,0,68.0,48.2,0.0,I,,,,
103,720172,2005,4,14,61.8,56.1,8.7,0.0,8.0,0.0,0,0,0,0,0,0,75.2,46.4,0.0,D,,,,
104,720172,2005,4,15,58.8,51.0,10.0,0.0,8.0,0.0,0,0,0,0,0,0,78.8,0.0,0.0,I,,,,
105,720172,2005,4,16,0.0,55.0,0.0,1.5,7.0,0.0,0,0,0,0,0,0,80.6,44.6,0.0,D,,,,
106,720172,2005,4,17,0.0,57.7,0.0,2.0,0.0,0.0,0,0,0,0,0,0,82.4,48.2,0.0,D,,,,
107,720172,2005,4,18,0.0,0.0,0.0,6.2,12.0,0.0,0,0,0,0,0,0,77.0,62.6,0.0,I,,,,
109,720172,2005,4,20,70.4,68.3,0.0,0.0,0.0,14.0,0,0,0,0,0,0,75.2,66.2,0.0,I,,,,
110,720172,2005,4,21,0.0,0.0,6.1,3.4,14.0,20.0,0,0,0,0,0,0,84.2,57.2,0.0,D,,,,
111,720172,2005,4,22,0.0,65.7,8.8,7.4,18.1,27.0,1,0,0,1,0,0,78.8,53.6,0.0,H,,,,
112,720172,2005,4,23,57.3,0.0,10.0,0.0,0.0,25.1,0,0,0,0,0,0,66.2,48.2,0.0,I,,,,
113,720172,2005,4,24,51.4,40.5,10.0,2.6,0.0,14.0,0,0,0,0,0,0,68.0,35.6,0.0,I,,,,
114,720172,2005,4,25,58.2,52.5,10.0,2.5,13.0,20.0,1,0,0,0,0,0,0.0,50.0,0.0,D,,,,
115,720172,2005,4,26,61.0,0.0,0.0,8.0,21.0,26.0,1,0,0,1,0,0,71.6,51.8,0.0,H,,,,
116,720172,2005,4,27,57.4,0.0,10.0,1.6,7.0,0.0,0,0,0,0,0,0,73.4,42.8,0.0,I,,,,
117,720172,2005,4,28,71.0,60.4,10.0,8.1,18.1,32.1,0,0,0,0,0,0,84.2,55.4,0.0,I,,,,
119,720172,2005,4,30,55.7,51.4,0.0,7.1,12.0,20.0,0,0,0,0,0,0,66.2,48.2,0.0,I,,,,
120,720172,2005,5,1,52.7,44.4,10.0,1.7,0.0,15.0,0,0,0,0,0,0,0.0,35.6,0.0,I,,,,
121,720172,2005,5,2,0.0,50.7,10.0,3.2,0.0,15.0,1,0,0,0,0,0,62.6,48.2,0.0,D,,,,
122,720172,2005,5,3,50.6,48.7,0.0,1.7,6.0,0.0,0,0,0,0,0,0,62.6,0.0,0.0,C,,,,
123,720172,2005,5,4,55.4,51.4,10.0,1.7,7.0,0.0,0,0,0,0,0,0,0.0,42.8,0.0,I,,,,
124,720172,2005,5,5,58.5,0.0,0.0,0.8,5.1,0.0,0,0,0,0,0,0,75.2,46.4,0.0,D,,,,
125,720172,2005,5,6,62.2,58.4,8.4,1.4,7.0,0.0,0,0,0,0,0,0,80.6,46.4,0.0,D,,,,
126,720172,2005,5,7,66.8,0.0,0.0,2.4,0.0,0.0,0,0,0,0,0,0,82.4,51.8,0.0,I,,,,
127,720172,2005,5,8,71.2,67.1,0.0,5.1,11.1,20.0,1,0,0,1,0,0,78.8,64.4,0.0,H,,,,
129,720172,2005,5,10,72.8,0.0,6.1,2.5,0.0,14.0,1,0,0,0,0,0,86.0,62.6,0.0,B,,,,
130,720172,2005,5,11,80.7,74.4,0.0,4.5,11.1,0.0,0,0,0,0,0,0,0.0,73.4,0.0,I,,,,
131,720172,2005,5,12,0.0,73.0,10.0,4.7,0.0,0.0,0,0,0,0,0,0,84.2,71.6,0.0,I,,,,
132,720172,2005,5,13,77.8,71.8,10.0,4.6,11.1,0.0,0,0,0,0,0,0,86.0,0.0,0.0,I,,,,
133,720172,2005,5,14,71.8,68.8,0.0,4.7,21.0,33.0,1,0,0,1,0,0,80.6,62.6,0.0,H,,,,
134,720172,2005,5,15,63.4,58.0,10.0,3.2,11.1,0.0,0,0,0,0,0,0,75.2,51.8,0.0,I,,,,
135,720172,2005,5,16,61.0,55.0,10.0,1.6,6.0,0.0,0,0,0,0,0,0,75.2,48.2,0.0,I,,,,
136,720172,2005,5,17,64.2,58.7,0.0,1.8,8.0,0.0,0,0,0,0,0,0,80.6,48.2,0.0,D,,,,
137,720172,2005,5,18,70.6,64.8,10.0,3.2,0.0,0.0,0,0,0,0,0,0,86.0,55.4,0.0,I,,,,
139,720172,2005,5,20,0.0,76.0,7.8,5.0,0.0,15.0,0,0,0,0,0,0,0.0,71.6,0.0,D,,,,
140,720172,2005,5,21,76.0,71.6,0.0,1.4,7.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,D,,,,
141,720172,2005,5,22,76.5,71.7,8.2,1.8,7.0,0.0,0,0,0,0,0,0,0.0,60.8,0.0,D,,,,
142,720172,2005,5,23,77.8,73.8,0.0,2.7,11.1,0.0,1,0,0,0,0,0,0.0,68.0,0.0,D,,,,
143,720172,2005,5,24,76.5,73.7,8.6,1.6,11.1,15.0,0,0,0,0,0,0,0.0,64.4,0.0,D,,,,
144,720172,2005,5,25,0.0,0.0,7.7,4.7,15.0,0.0,1,1,0,0,1,0,80.6,60.8,0.0,H,,,,
145,720172,2005,5,26,0.0,68.3,7.8,2.0,8.0,0.0,0,0,0,0,0,0,82.4,55.4,0.0,D,,,,
146,720172,2005,5,27,0.0,68.4,0.0,2.0,8.0,0.0,1,0,0,1,0,0,78.8,62.6,0.0,D,,,,
147,720172,2005,5,28,0.0,0.0,7.5,2.3,8.0,0.0,1,1,0,0,0,0,80.6,62.6,0.0,H,,,,
149,720172,2005,5,30,72.3,0.0,6.5,5.1,11.1,0.0,1,1,0,0,0,0,78.8,0.0,0.0,H,,,,
150,720172,2005,5,31,0.0,0.0,0.0,3.0,0.0,0.0,1,0,0,0,0,0,78.8,60.8,0.0,B,,,,
151,720172,2005,6,1,70.3,0.0,6.7,1.6,6.0,0.0,1,0,0,0,0,0,75.2,66.2,0.0,H,,,,
152,720172,2005,6,2,70.8,0.0,5.8,1.1,7.0,0.0,1,0,0,0,0,0,87.8,0.0,0.0,A,,,,
153,720172,2005,6,3,76.0,75.0,7.8,2.5,8.0,14.0,0,0,0,0,0,0,87.8,64.4,0.0,C,,,,
154,720172,2005,6,4,81.8,0.0,0.0,6.3,13.0,20.0,0,0,0,0,0,0,87.8,75.2,0.0,I,,,,
155,720172,2005,6,5,78.6,76.0,0.0,0.0,12.0,15.0,1,0,0,0,0,0,87.8,66.2,0.0,D,,,,
156,720172,2005,6,6,0.0,76.8,10.0,2.3,6.0,0.0,0,0,0,0,0,0,0.0,71.6,0.0,I,,,,
157,720172,2005,6,7,78.3,77.5,0.0,2.4,12.0,0.0,1,0,0,0,0,0,87.8,71.6,0.0,H,,,,
158,720172,2005,6,8,80.3,0.0,0.0,5.0,0.0,0.0,0,0,0,0,0,0,0.0,71.6,0.0,C,,,,
160,720172,2005,6,10,82.5,0.0,0.0,3.4,8.0,0.0,1,0,0,1,0,0,0.0,73.4,0.0,H,,,,
161,720172,2005,6,11,81.3,0.0,0.0,3.3,11.1,0.0,1,0,0,0,0,0,0.0,73.4,0.0,H,,,,
162,720172,2005,6,12,0.0,78.3,6.7,2.6,0.0,0.0,1,0,0,0,0,0,0.0,68.0,0.0,B,,,,
163,720172,2005,6,13,84.6,80.4,10.0,6.2,11.1,0.0,0,0,0,0,0,0,0.0,78.8,0.0,I,,,,
164,720172,2005,6,14,0.0,74.0,0.0,3.5,0.0,18.1,1,0,0,0,0,0,0.0,64.4,0.0,H,,,,
165,720172,2005,6,15,77.3,0.0,10.0,1.8,8.0,0.0,0,0,0,0,0,0,0.0,62.6,0.0,I,,,,
166,720172,2005,6,16,76.0,73.1,0.0,2.3,8.0,0.0,1,0,0,1,0,0,0.0,66.2,0.0,H,,,,
167,720172,2005,6,17,73.1,0.0,0.0,3.7,12.0,15.0,1,0,0,1,0,0,82.4,0.0,0.0,H,,,,
168,720172,2005,6,18,72.1,0.0,6.4,2.2,8.0,0.0,1,0,0,0,0,0,87.8,60.8,0.0,C,,,,
170,720172,2005,6,20,74.5,0.0,0.0,1.6,8.0,0.0,0,0,0,0,0,0,87.8,0.0,0.0,D,,,,
171,720172,2005,6,21,75.7,61.2,8.1,0.0,7.0,0.0,0,0,0,0,0,0,0.0,62.6,0.0,D,,,,
172,720172,2005,6,22,77.8,63.5,7.2,0.7,5.1,0.0,0,0,0,0,0,0,0.0,64.4,0.0,D,,,,
173,720172,2005,6,23,0.0,64.8,6.3,0.5,6.0,0.0,0,0,0,0,0,0,0.0,64.4,0.0,D,,,,
174,720172,2005,6,24,80.8,65.2,0.0,1.8,7.0,0.0,0,0,0,0,0,0,0.0,66.2,0.0,D,,,,
175,720172,2005,6,25,80.6,64.4,6.2,1.3,6.0,0.0,0,0,0,0,0,0,0.0,66.2,0.0,D,,,,
176,720172,2005,6,26,81.3,0.0,5.3,1.5,8.0,0.0,1,0,0,0,0,0,0.0,68.0,0.0,D,,,,
177,720172,2005,6,27,82.5,64.5,6.6,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,D,,,,
178,720172,2005,6,28,82.8,67.5,5.2,2.1,7.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,D,,,,
180,720172,2005,6,30,0.0,0.0,5.6,1.4,7.0,0.0,0,0,0,0,0,0,2.2,71.6,0.0,D,,,,
181,720172,2005,7,18,85.3,0.0,7.8,4.5,7.0,0.0,1,0,0,0,0,0,0.0,78.8,0.0,H,,,,
183,720172,2005,7,20,85.3,72.8,8.6,2.3,0.0,0.0,0,0,0,0,0,0,0.0,73.4,0.0,I,,,,
184,720172,2005,7,21,85.6,72.8,8.6,2.6,0.0,0.0,0,0,0,0,0,0,0.0,73.4,0.0,I,,,,
185,720172,2005,7,22,85.8,0.0,0.0,2.2,7.0,0.0,0,0,0,0,0,0,2.2,73.4,0.0,I,,,,
186,720172,2005,7,23,0.0,71.0,10.0,3.0,7.0,0.0,0,0,0,0,0,0,2.2,77.0,0.0,I,,,,
187,720172,2005,7,24,88.3,70.1,0.0,0.0,0.0,15.0,0,0,0,0,0,0,0.4,75.2,0.0,I,,,,
188,720172,2005,7,25,0.0,70.0,0.0,3.2,0.0,0.0,0,0,0,0,0,0,0.0,75.2,0.0,I,,,,
189,720172,2005,7,26,0.0,0.0,0.0,5.8,0.0,0.0,0,0,0,0,0,0,0.4,82.4,0.0,I,,,,
190,720172,2005,7,27,84.4,67.8,10.0,4.4,11.1,0.0,1,0,0,1,0,0,0.0,77.0,0.0,,,,,
191,720172,2005,7,28,76.5,66.1,0.0,4.4,0.0,0.0,1,0,0,0,0,0,87.8,71.6,0.0,,,,,
193,720172,2005,7,30,78.8,57.3,0.0,0.0,0.0,14.0,0,0,0,0,0,0,0.0,62.6,0.0,I,,,,
194,720172,2005,7,31,0.0,57.8,0.0,1.6,7.0,0.0,0,0,0,0,0,0,0.0,60.8,0.0,I,,,,
195,720172,2005,8,1,84.0,63.7,7.8,1.1,8.0,0.0,0,0,0,0,0,0,0.4,0.0,0.0,I,,,,
196,720172,2005,8,2,83.8,61.8,8.0,1.4,8.0,0.0,0,0,0,0,0,0,0.4,66.2,0.0,I,,,,
197,720172,2005,8,3,85.0,64.0,8.3,2.0,0.0,0.0,1,0,0,0,0,0,0.4,71.6,0.0,I,,,,
198,720172,2005,8,4,81.7,0.0,0.0,1.5,0.0,22.0,1,0,0,1,0,0,0.0,71.6,0.0,,,,,
199,720172,2005,8,5,0.0,68.5,6.8,0.0,11.1,0.0,1,0,0,0,0,0,0.0,0.0,0.0,,,,,
200,720172,2005,8,6,0.0,68.8,7.0,1.7,0.0,21.0,1,0,0,1,0,0,0.0,0.0,0.0,,,,,
201,720172,2005,8,7,80.6,67.5,7.3,2.0,8.0,15.0,1,0,0,0,0,0,0.0,0.0,0.0,,,,,
202,720172,2005,8,8,81.4,68.1,7.3,2.5,14.0,22.0,1,0,0,0,0,0,0.0,0.0,0.0,I,,,,
204,720172,2005,8,10,81.1,0.0,5.5,1.4,7.0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,,,,,
205,720172,2005,8,11,85.6,0.0,8.5,2.8,0.0,0.0,0,0,0,0,0,0,0.0,71.6,0.0,I,,,,
206,720172,2005,8,12,0.0,0.0,0.0,5.2,0.0,0.0,0,0,0,0,0,0,2.2,78.8,0.0,I,,,,
207,720172,2005,8,13,0.0,63.2,0.0,5.1,12.0,0.0,0,0,0,0,0,0,0.4,80.6,0.0,I,,,,
208,720172,2005,8,14,88.8,67.3,10.0,4.8,11.1,0.0,0,0,0,0,0,0,0.0,78.8,0.0,I,,,,
209,720172,2005,8,15,83.3,70.8,0.0,2.6,0.0,18.1,0,0,0,0,0,0,0.0,75.2,0.0,I,,,,
210,720172,2005,8,16,82.2,0.0,0.0,4.0,0.0,0.0,1,0,0,1,0,0,0.0,75.2,0.0,,,,,
211,720172,2005,8,17,81.1,72.4,7.1,1.8,0.0,18.1,1,1,0,0,0,0,0.0,73.4,0.0,,,,,
212,720172,2005,8,18,86.7,71.0,0.0,0.0,11.1,15.0,0,0,0,0,0,0,0.4,75.2,0.0,I,,,,
214,720172,2005,8,20,0.0,67.8,10.0,5.1,0.0,0.0,0,0,0,0,0,0,2.2,77.0,0.0,I,,,,
215,720172,2005,8,21,86.2,68.4,10.0,2.7,13.0,0.0,0,0,0,0,0,0,5.8,73.4,0.0,I,,,,
216,720172,2005,8,22,85.7,0.0,10.0,1.8,0.0,14.0,0,0,0,0,0,0,0.4,71.6,0.0,I,,,,
217,720172,2005,8,23,85.3,0.0,0.0,3.1,11.1,18.1,1,0,0,1,0,0,0.4,73.4,0.0,,,,,
218,720172,2005,8,24,80.2,71.6,8.4,2.2,12.0,0.0,1,0,0,1,0,0,0.4,71.6,0.0,,,,,
219,720172,2005,8,25,0.0,73.2,7.1,1.5,11.1,0.0,0,0,0,0,0,0,0.0,73.4,0.0,I,,,,
220,720172,2005,8,26,86.0,73.4,7.4,1.5,6.0,0.0,0,0,0,0,0,0,0.4,75.2,0.0,I,,,,
221,720172,2005,8,27,88.1,0.0,0.0,2.8,0.0,15.0,0,0,0,0,0,0,0.0,78.8,0.0,I,,,,
222,720172,2005,8,28,81.6,71.3,7.4,2.3,0.0,0.0,1,0,0,0,0,0,0.0,73.4,0.0,I,,,,
224,720172,2005,8,30,83.5,62.6,0.0,3.2,8.0,0.0,0,0,0,0,0,0,0.0,75.2,0.0,I,,,,
225,720172,2005,8,31,78.8,61.6,10.0,0.0,7.0,0.0,0,0,0,0,0,0,0.0,64.4,0.0,I,,,,
256,720172,2005,10,1,68.4,0.0,10.0,1.2,6.0,0.0,0,0,0,0,0,0,86.0,57.2,0.0,I,,,,
257,720172,2005,10,2,0.0,0.0,7.7,2.6,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,I,,,,
258,720172,2005,10,3,0.0,70.7,7.8,1.3,7.0,0.0,0,0,0,0,0,0,0.0,71.6,0.0,I,,,,
259,720172,2005,10,4,77.1,68.2,7.5,1.6,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,I,,,,
260,720172,2005,10,5,76.7,0.0,7.0,1.4,6.0,0.0,0,0,0,0,0,0,0.0,66.2,0.0,I,,,,
261,720172,2005,10,6,67.3,62.6,8.8,3.0,0.0,0.0,1,0,0,0,0,0,82.4,57.2,0.0,,,,,
262,720172,2005,10,7,58.1,0.0,10.0,5.5,11.1,0.0,0,0,0,0,0,0,64.4,53.6,0.0,I,,,,
263,720172,2005,10,8,55.7,44.3,0.0,1.3,6.0,0.0,0,0,0,0,0,0,71.6,42.8,0.0,I,,,,
265,720172,2005,10,10,57.1,0.0,0.0,1.5,7.0,0.0,0,0,0,0,0,0,73.4,46.4,0.0,I,,,,
266,720172,2005,10,11,63.2,55.4,7.6,1.1,7.0,0.0,0,0,0,0,0,0,78.8,53.6,0.0,I,,,,
267,720172,2005,10,12,68.2,60.4,7.4,0.7,4.1,0.0,0,0,0,0,0,0,80.6,55.4,0.0,I,,,,
268,720172,2005,10,13,66.4,57.1,5.6,0.5,6.0,0.0,1,0,0,0,0,0,82.4,53.6,0.0,I,,,,
269,720172,2005,10,14,67.3,0.0,7.7,1.3,6.0,0.0,0,0,0,0,0,0,82.4,51.8,0.0,I,,,,
270,720172,2005,10,15,65.5,0.0,0.0,0.6,5.1,0.0,0,0,0,0,0,0,87.8,48.2,0.0,I,,,,
271,720172,2005,10,16,66.0,53.8,10.0,1.3,6.0,0.0,0,0,0,0,0,0,84.2,53.6,0.0,I,,,,
272,720172,2005,10,17,0.0,54.6,0.0,2.0,0.0,0.0,0,0,0,0,0,0,87.8,53.6,0.0,I,,,,
273,720172,2005,10,18,77.4,57.4,10.0,3.2,8.0,0.0,0,0,0,0,0,0,0.0,62.6,0.0,I,,,,
275,720172,2005,10,20,77.4,58.5,10.0,6.5,13.0,22.0,0,0,0,0,0,0,84.2,0.0,0.0,I,,,,
276,720172,2005,10,21,62.2,52.0,10.0,6.7,0.0,0.0,0,0,0,0,0,0,73.4,57.2,0.0,I,,,,
277,720172,2005,10,22,61.1,46.2,0.0,0.0,7.0,0.0,0,0,0,0,0,0,75.2,46.4,0.0,I,,,,
278,720172,2005,10,23,54.3,41.3,10.0,4.4,14.0,0.0,1,0,0,0,0,0,60.8,48.2,0.0,,,,,
279,720172,2005,10,24,50.5,33.6,10.0,7.0,12.0,18.1,0,0,0,0,0,0,60.8,44.6,0.0,I,,,,
280,720172,2005,10,25,48.4,33.8,10.0,2.6,8.0,0.0,0,0,0,0,0,0,62.6,32.0,0.0,I,,,,
281,720172,2005,10,26,46.5,34.8,10.0,1.2,7.0,0.0,0,0,0,0,0,0,66.2,32.0,0.0,I,,,,
282,720172,2005,10,27,52.5,0.0,10.0,1.0,6.0,0.0,0,0,0,0,0,0,71.6,0.0,0.0,I,,,,
283,720172,2005,10,28,51.2,0.0,8.6,0.6,5.1,0.0,0,0,0,0,0,0,0.0,35.6,0.0,I,,,,
285,720172,2005,10,30,0.0,0.0,10.0,2.2,0.0,15.0,1,0,0,0,0,0,75.2,44.6,0.0,,,,,
286,720172,2005,10,31,66.1,55.8,0.0,6.0,22.0,28.0,1,0,0,1,0,0,71.6,0.0,0.0,,,,,
287,720172,2005,11,1,56.6,40.0,0.0,5.1,11.1,18.1,1,0,0,0,0,0,0.0,41.0,0.0,,,,,
288,720172,2005,11,2,53.8,35.7,10.0,0.0,7.0,14.0,0,0,0,0,0,0,80.6,37.4,0.0,I,,,,
289,720172,2005,11,3,68.8,34.0,10.0,7.2,13.0,22.0,0,0,0,0,0,0,78.8,62.6,0.0,I,,,,
290,720172,2005,11,4,68.6,54.7,10.0,7.1,12.0,0.0,0,0,0,0,0,0,77.0,62.6,0.0,I,,,,
291,720172,2005,11,5,71.1,61.1,0.0,0.0,12.0,22.0,0,0,0,0,0,0,80.6,66.2,0.0,I,,,,
292,720172,2005,11,6,66.2,45.2,10.0,3.2,11.1,0.0,1,0,0,0,0,0,78.8,46.4,0.0,,,,,
293,720172,2005,11,7,62.2,53.4,0.0,2.2,0.0,14.0,0,0,0,0,0,0,77.0,51.8,0.0,I,,,,
294,720172,2005,11,8,74.3,67.0,0.0,5.2,11.1,18.1,1,0,0,0,0,0,82.4,66.2,0.0,,,,,
296,720172,2005,11,10,62.8,37.0,10.0,4.6,13.0,0.0,0,0,0,0,0,0,73.4,44.6,0.0,I,,,,
297,720172,2005,11,11,52.4,38.0,10.0,1.5,8.0,0.0,0,0,0,0,0,0,73.4,37.4,0.0,I,,,,
298,720172,2005,11,12,65.5,55.6,7.4,5.5,12.0,22.0,1,0,0,0,0,0,73.4,53.6,0.0,,,,,
299,720172,2005,11,13,70.3,63.7,8.3,4.5,0.0,18.1,1,0,0,1,0,0,75.2,64.4,0.0,,,,,
300,720172,2005,11,14,62.4,54.5,8.1,2.7,7.0,0.0,1,0,0,0,0,0,71.6,57.2,0.0,,,,,
301,720172,2005,11,15,67.7,0.0,0.0,11.5,21.0,0.0,1,0,0,0,0,0,73.4,46.4,0.0,,,,,
302,720172,2005,11,16,42.7,21.4,10.0,8.4,0.0,22.0,0,0,0,0,0,0,48.2,35.6,0.0,I,,,,
303,720172,2005,11,17,37.8,0.0,10.0,1.8,7.0,0.0,0,0,0,0,0,0,55.4,26.6,0.0,I,,,,
304,720172,2005,11,18,40.7,24.8,10.0,1.0,8.0,0.0,0,0,0,0,0,0,62.6,26.6,0.0,I,,,,
306,720172,2005,11,20,0.0,0.0,0.0,2.4,0.0,0.0,1,1,0,0,0,0,55.4,0.0,0.0,,,,,
307,720172,2005,11,21,44.0,0.0,8.4,3.1,12.0,18.1,0,0,0,0,0,0,60.8,32.0,0.0,I,,,,
308,720172,2005,11,22,55.3,0.0,10.0,5.8,11.1,20.0,0,0,0,0,0,0,62.6,46.4,0.0,I,,,,
309,720172,2005,11,23,0.0,34.0,10.0,5.4,15.0,18.1,0,0,0,0,0,0,78.8,37.4,0.0,I,,,,
310,720172,2005,11,24,0.0,35.4,10.0,4.0,8.0,0.0,0,0,0,0,0,0,71.6,42.8,0.0,I,,,,
311,720172,2005,11,25,0.0,30.1,0.0,3.4,0.0,0.0,0,0,0,0,0,0,60.8,0.0,0.0,I,,,,
312,720172,2005,11,26,57.6,41.3,10.0,2.8,0.0,15.0,1,0,0,0,0,0,0.0,51.8,0.0,,,,,
